ticker,expiry,option_type,downloaded_at_utc,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00175000,2026-01-20 20:55:00+00:00,175.0,2.52,2.18,2.24,0.0,0.0,2.0,271.0,0.33924000610351557,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00180000,2026-01-21 19:32:08+00:00,180.0,2.63,2.58,2.64,0.27000022,11.440688,32.0,610.0,0.33173275695800786,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00185000,2026-01-21 15:14:51+00:00,185.0,3.24,3.05,3.15,0.3900001,13.684215,1.0,811.0,0.3258734405517578,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00190000,2026-01-21 16:08:21+00:00,190.0,3.65,3.55,3.65,-0.5999999,-14.117645,1.0,258.0,0.31763377685546873,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00195000,2026-01-21 16:47:42+00:00,195.0,4.5,4.2,4.3,-0.4499998,-9.090905,11.0,341.0,0.31153032226562494,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00200000,2026-01-21 16:44:30+00:00,200.0,5.22,4.9,5.0,-0.2800002,-5.090913,5.0,1328.0,0.30451134948730463,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00205000,2026-01-21 19:27:38+00:00,205.0,6.2,5.7,5.8,-0.1500001,-2.3622062,75.0,92.0,0.29761444580078117,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00210000,2026-01-21 19:59:29+00:00,210.0,6.0,6.6,6.7,-0.8499999,-12.408758,14.0,885.0,0.2906870248413085,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00215000,2026-01-21 20:25:54+00:00,215.0,7.45,7.6,7.75,-0.75,-9.146341,10.0,135.0,0.2844004666137695,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00220000,2026-01-21 17:51:14+00:00,220.0,9.4,8.8,8.95,-0.6000004,-6.000004,23.0,1996.0,0.2784495983886719,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00225000,2026-01-21 19:59:52+00:00,225.0,9.25,10.1,10.25,-1.5699997,-14.510164,61.0,383.0,0.2717968328857422,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00230000,2026-01-21 19:55:41+00:00,230.0,10.9,11.6,11.75,-1.2200003,-10.0660095,6.0,2012.0,0.2659069992065429,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00235000,2026-01-21 19:47:47+00:00,235.0,12.3,13.2,13.35,-1.5100002,-10.934108,16.0,629.0,0.2590406127929688,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00240000,2026-01-21 19:27:38+00:00,240.0,16.1,15.0,15.2,-0.19000053,-1.166363,10.0,1397.0,0.25321181365966794,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00245000,2026-01-21 20:51:41+00:00,245.0,17.4,17.05,17.2,-0.30000114,-1.6949216,38.0,135.0,0.24683370361328127,False,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00250000,2026-01-21 19:38:16+00:00,250.0,19.14,19.25,19.45,-2.4099998,-11.183294,80.0,923.0,0.24112697357177731,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00255000,2026-01-21 20:51:25+00:00,255.0,22.04,21.5,21.9,0.47000122,2.178958,34.0,131.0,0.23528291580200195,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00260000,2026-01-21 19:47:51+00:00,260.0,22.75,24.3,24.55,-3.8500004,-14.473685,32.0,953.0,0.22919471984863282,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00265000,2026-01-20 15:25:18+00:00,265.0,25.27,27.0,27.45,0.0,0.0,1.0,102.0,0.22345747253417966,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00270000,2026-01-21 20:18:32+00:00,270.0,29.15,30.1,31.2,-1.3999996,-4.5826507,22.0,623.0,0.2267838552856445,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00275000,2026-01-20 20:04:48+00:00,275.0,34.45,33.45,34.0,0.0,0.0,165.0,188.0,0.21314263427734376,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00280000,2026-01-20 15:48:25+00:00,280.0,34.87,37.0,37.6,0.0,0.0,84.0,733.0,0.20795469787597654,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00285000,2026-01-20 16:23:45+00:00,285.0,38.23,40.8,41.55,0.0,0.0,2.0,9.0,0.20539124694824218,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00290000,2026-01-20 16:23:45+00:00,290.0,42.02,44.75,45.4,0.0,0.0,1.0,150.0,0.19727365234375,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00295000,2025-12-15 14:40:37+00:00,295.0,29.8,48.95,49.6,0.0,0.0,,16.0,0.19232985412597658,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00300000,2026-01-20 20:19:37+00:00,300.0,54.59,53.3,54.1,0.0,0.0,15.0,9933.0,0.19135330139160156,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00305000,2025-12-15 14:35:24+00:00,305.0,35.4,57.8,58.75,0.0,0.0,,3.0,0.1922077850341797,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00310000,2025-12-30 18:41:34+00:00,310.0,40.96,62.4,63.45,0.0,0.0,1.0,84.0,0.192390888671875,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00320000,2026-01-08 16:03:07+00:00,320.0,63.6,71.45,73.55,0.0,0.0,15.0,57.0,0.21662160339355468,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00325000,2025-12-18 14:51:07+00:00,325.0,57.05,75.7,79.0,0.0,0.0,,15.0,0.24298852722167968,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00330000,2025-12-19 19:59:21+00:00,330.0,59.15,80.9,83.6,0.0,0.0,3.0,2.0,0.23810576354980467,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00335000,2025-12-15 20:14:34+00:00,335.0,62.12,85.85,88.7,0.0,0.0,,0.0,0.25153336364746093,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00340000,2025-12-11 20:30:27+00:00,340.0,62.53,90.95,93.65,0.0,0.0,8.0,0.0,0.25879647460937505,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00350000,2025-12-05 20:34:25+00:00,350.0,71.3,101.05,103.65,0.0,0.0,2.0,0.0,0.2766185620117187,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00360000,2025-12-03 18:05:13+00:00,360.0,74.3,95.95,98.7,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00370000,2025-12-26 18:50:05+00:00,370.0,95.11,120.9,123.65,0.0,0.0,1.0,1.0,0.3100654931640625,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00380000,2025-10-16 19:14:03+00:00,380.0,133.25,102.6,105.95,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD
AAPL,2026-08-21,put,2026-01-21T21:40:12.897605+00:00,AAPL260821P00440000,2025-11-03 16:35:13+00:00,440.0,172.79,175.45,178.7,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
AAPL,2027-06-17,call,2026-01-21T21:40:13.015592+00:00,AAPL270617C00005000,2025-12-09 16:58:45+00:00,5.0,273.0,240.7,244.6,0.0,0.0,,0.0,0.500005,True,REGULAR,USD
AAPL,2027-06-17,call,2026-01-21T21:40:13.015592+00:00,AAPL270617C00015000,2026-01-14 14:30:08+00:00,15.0,244.87,230.85,234.75,0.0,0.0,1.0,1.0,0.9697268652343749,True,REGULAR,USD
AAPL,2027-06-17,call,2026-01-21T21:40:13.015592+00:00,AAPL270617C00050000,2025-11-24 14:30:02+00:00,50.0,223.45,212.65,216.65,0.0,0.0,1.0,9.0,1.556093528137207,True,REGULAR,USD
AAPL,2027-06-17,call,2026-01-21T21:40:13.015592+00:00,AAPL270617C00055000,2026-01-21 20:49:16+00:00,55.0,195.13,192.85,196.8,0.020004272,0.0102528175,1.0,53.0,0.7796652893066407,True,REGULAR,USD
AAPL,2027-06-17,call,2026-01-21T21:40:13.015592+00:00,AAPL270617C00060000,2025-11-21 15:24:28+00:00,60.0,213.0,203.3,207.15,0.0,0.0,12.0,16.0,1.3847076663208004,True,REGULAR,USD
AAPL,2027-06-17,call,2026-01-21T21:40:13.015592+00:00,AAPL270617C00065000,2026-01-07 19:53:46+00:00,65.0,199.19,183.75,187.3,0.0,0.0,1.0,5.0,0.7395045581054687,True,REGULAR,USD
